"Tabela 254 - Número de informantes e Quantidade estocada no último dia do semestre, por produtos, tipo de propriedade da empresa e tipo de atividade do estabelecimento"
"Variável - Quantidade estocada (Toneladas)"
"Unidade da Federação";"Tipo de atividade do estabelecimento";"Semestre x Produtos x Tipo de propriedade da empresa"
"Unidade da Federação";"Tipo de atividade do estabelecimento";"2º semestre 2007";;;;"1º semestre 2008";;;;"2º semestre 2008";;;;"1º semestre 2009";;;;"2º semestre 2009";;;;"1º semestre 2010";;;;"2º semestre 2010";;;;"1º semestre 2011";;;;"2º semestre 2011";;;;"1º semestre 2012";;;;"2º semestre 2012";;;;"1º semestre 2013";;;;"2º semestre 2013";;;;"1º semestre 2014";;;;"2º semestre 2014";;;;"1º semestre 2015";;;;"2º semestre 2015";;;;"1º semestre 2016";;;;"2º semestre 2016";;;;"1º semestre 2017";;;;"2º semestre 2017";;;;"1º semestre 2018";;;;"2º semestre 2018";;;;"1º semestre 2019";;;;"2º semestre 2019";;;;"1º semestre 2020";;;;"2º semestre 2020";;;;"1º semestre 2021";;;;"2º semestre 2021";;;;"1º semestre 2022"
"Unidade da Federação";"Tipo de atividade do estabelecimento";"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja";;;;"Semente de soja"
"Unidade da Federação";"Tipo de atividade do estabelecimento";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista";"Governo";"Iniciativa privada (exceto cooperativa)";"Cooperativa";"Economia mista"
"Espírito Santo";"Indústria";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Espírito Santo";"Serviço de armazenagem";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Espírito Santo";"Produção agropecuária";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Comércio (exceto supermercado)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Supermercado";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Rio de Janeiro";"Indústria";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Serviço de armazenagem";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rio de Janeiro";"Produção agropecuária";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"São Paulo";"Comércio (exceto supermercado)";"-";"-";"X";"-";"-";"-";"X";"-";"-";"X";"188";"-";"-";"X";"-";"-";"-";"X";"108";"-";"-";"-";"X";"-";"-";"X";"234";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"X";"X";"-";"-";"X";"X";"-";"-";"-";"255";"-";"-";"-";"1";"-";"-";"-";"68";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"X";"-";"-";"X";"X";"-";"-";"X";"-";"-";"-";"X";"X";"-";"-";"X";"X";"-";"-";"X";"15";"-";"-";"X";"X";"-";"-";"X";"23";"-";"-";"X";"387";"-";"-";"X";"17";"-";"-";"X";"X";"-";"-";"-";"57";"-";"-";"-";"-";"-"
"São Paulo";"Supermercado";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"São Paulo";"Indústria";"-";"X";"-";"-";"-";"X";"-";"-";"-";"2882";"-";"-";"-";"2578";"X";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"X";"-";"-";"X";"-";"-";"-";"X";"X";"-";"-";"X";"-";"-"
"São Paulo";"Serviço de armazenagem";"-";"X";"X";"-";"225";"X";"X";"-";"214";"X";"X";"-";"-";"X";"X";"-";"-";"426";"-";"-";"-";"X";"X";"-";"-";"-";"X";"-";"-";"X";"X";"-";"-";"X";"X";"-";"-";"X";"X";"-";"-";"X";"-";"-";"-";"X";"5951";"-";"-";"-";"X";"-";"-";"9287";"X";"-";"-";"X";"X";"-";"-";"X";"X";"-";"-";"X";"X";"-";"-";"X";"X";"-";"-";"-";"X";"-";"-";"X";"X";"-";"-";"-";"X";"-";"-";"X";"X";"-";"-";"-";"X";"-";"-";"X";"-";"-";"X";"-";"X";"-";"-";"X";"X";"-";"-";"-";"X";"-";"-";"X";"X";"-";"-";"-";"X";"-";"-";"X";"X";"-"
"São Paulo";"Produção agropecuária";"X";"X";"-";"-";"-";"-";"-";"-";"X";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"2048";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"2218";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"X";"X";"-";"-";"X";"X";"-";"-";"-";"X";"-";"-";"X";"-";"-";"-";"-";"X";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-"
"Paraná";"Comércio (exceto supermercado)";"-";"3604";"13178";"-";"-";"24112";"83314";"-";"-";"6611";"4867";"-";"-";"38794";"46701";"-";"-";"2541";"6148";"-";"-";"40465";"49171";"-";"-";"15266";"18684";"-";"-";"38004";"70057";"-";"-";"4527";"4449";"-";"-";"32641";"56578";"-";"-";"3644";"1602";"-";"-";"34241";"65614";"-";"-";"2340";"5489";"-";"-";"36562";"61556";"-";"-";"2881";"1591";"-";"-";"30967";"44437";"-";"-";"3703";"7236";"-";"-";"31019";"43317";"-";"-";"3133";"2150";"-";"-";"32093";"29888";"-";"-";"5674";"3627";"-";"-";"43746";"18787";"-";"-";"1224";"2195";"-";"-";"13439";"24582";"-";"-";"2467";"3624";"-";"-";"2222";"1520";"-";"-";"179";"1092";"-";"-";"16020";"23898";"-";"-";"1939";"10008";"-";"-";"8197";"20173";"-"
"Paraná";"Supermercado";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Paraná";"Indústria";"-";"X";"X";"-";"-";"20624";"X";"-";"-";"X";"-";"-";"-";"23910";"-";"-";"-";"X";"-";"-";"-";"33300";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"1406";"-";"-";"-";"14223";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"3758";"-";"-";"-";"11220";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"X";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"19418";"-";"-";"-";"X";"-";"-";"-";"X";"0";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"X";"-";"-";"X";"-";"-"
"Paraná";"Serviço de armazenagem";"-";"X";"35";"-";"-";"2588";"-";"-";"X";"X";"-";"X";"X";"17442";"X";"-";"X";"X";"X";"-";"X";"-";"X";"-";"X";"686";"8";"-";"X";"-";"X";"-";"X";"X";"14";"-";"X";"X";"X";"-";"X";"105";"4";"-";"X";"-";"X";"-";"X";"25";"292";"-";"X";"X";"X";"-";"X";"199";"35";"X";"X";"X";"-";"X";"X";"33";"70";"X";"X";"12760";"3113";"X";"-";"41";"97";"X";"X";"X";"X";"-";"-";"400";"24";"X";"X";"3949";"241";"X";"X";"252";"45";"-";"X";"X";"1";"-";"X";"28";"40";"-";"X";"X";"2";"-";"X";"38";"26";"-";"X";"X";"X";"-";"X";"31";"78";"-";"X";"2595";"X";"-"
"Paraná";"Produção agropecuária";"-";"1375";"-";"-";"-";"9510";"-";"-";"-";"2038";"-";"-";"-";"9728";"-";"-";"-";"3342";"-";"-";"-";"9833";"-";"-";"-";"X";"-";"-";"-";"3900";"-";"-";"-";"902";"-";"-";"-";"6472";"X";"-";"-";"405";"-";"-";"-";"4408";"-";"-";"-";"1349";"-";"-";"-";"6979";"-";"-";"-";"X";"-";"-";"-";"7487";"-";"-";"-";"-";"-";"-";"-";"11102";"-";"-";"-";"2569";"-";"-";"-";"10677";"-";"-";"-";"X";"-";"-";"-";"7145";"-";"-";"-";"-";"-";"-";"-";"12106";"-";"-";"-";"1913";"-";"-";"-";"12853";"-";"-";"-";"X";"-";"-";"-";"20349";"-";"-";"-";"X";"-";"-";"-";"15421";"-";"-"
"Santa Catarina";"Comércio (exceto supermercado)";"-";"X";"49";"-";"-";"43115";"14213";"-";"-";"221";"1276";"-";"-";"5091";"21075";"-";"-";"X";"41";"-";"-";"7778";"18841";"-";"-";"777";"6612";"-";"-";"5749";"7700";"-";"-";"1521";"X";"-";"-";"6241";"23420";"-";"-";"69";"4136";"-";"-";"6298";"30307";"-";"-";"2996";"8706";"-";"-";"X";"26808";"-";"-";"X";"7484";"-";"-";"10210";"13467";"-";"-";"X";"2556";"-";"-";"7826";"7260";"-";"-";"426";"2089";"-";"-";"9159";"X";"-";"-";"X";"2309";"-";"-";"X";"27280";"-";"-";"213";"1381";"-";"-";"X";"20528";"-";"-";"668";"1302";"-";"-";"8182";"4190";"-";"-";"X";"116";"-";"-";"X";"15570";"-";"-";"X";"4186";"-";"-";"X";"7490";"-"
"Santa Catarina";"Supermercado";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"2";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Santa Catarina";"Indústria";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-"
"Santa Catarina";"Serviço de armazenagem";"-";"-";"140";"-";"-";"X";"25203";"-";"-";"X";"4810";"-";"-";"-";"40654";"-";"-";"-";"1406";"-";"-";"-";"65927";"-";"-";"-";"14814";"-";"-";"-";"47704";"-";"-";"-";"1364";"-";"-";"X";"65776";"-";"-";"X";"2350";"-";"-";"X";"145003";"-";"-";"X";"2020";"-";"-";"X";"101448";"-";"-";"X";"5039";"-";"-";"X";"35149";"-";"-";"298";"2546";"-";"-";"X";"11501";"-";"-";"X";"5366";"-";"-";"X";"38982";"-";"-";"X";"7306";"-";"-";"X";"16817";"-";"-";"X";"2751";"-";"-";"896";"40096";"-";"-";"X";"587";"-";"-";"X";"44008";"-";"-";"X";"1024";"-";"-";"-";"4897";"-";"-";"-";"2817";"-";"-";"-";"10497";"-"
"Santa Catarina";"Produção agropecuária";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"2633";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"3674";"-";"-"
"Rio Grande do Sul";"Comércio (exceto supermercado)";"-";"5479";"2829";"-";"-";"27724";"25363";"-";"-";"5542";"10193";"-";"-";"19448";"15930";"-";"-";"3086";"1596";"-";"-";"30355";"19373";"-";"-";"1944";"1063";"-";"-";"30141";"17684";"-";"-";"2145";"1623";"-";"-";"25538";"36659";"-";"-";"1593";"713";"-";"-";"16733";"17640";"-";"-";"2247";"1856";"-";"-";"39659";"24993";"-";"-";"3154";"2387";"-";"-";"28490";"36521";"-";"-";"7885";"1457";"-";"-";"29240";"11877";"-";"-";"3740";"4555";"-";"-";"55043";"14959";"-";"-";"10635";"2595";"-";"-";"54965";"17083";"-";"-";"7046";"249";"-";"-";"55304";"18232";"-";"-";"7159";"2064";"-";"-";"96719";"8321";"-";"-";"15705";"384";"-";"-";"136924";"20103";"-";"-";"21098";"62";"-";"-";"92601";"10228";"-"
"Rio Grande do Sul";"Supermercado";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
"Rio Grande do Sul";"Indústria";"-";"221";"X";"-";"-";"X";"1372";"-";"-";"3";"1774";"-";"-";"X";"3196";"-";"-";"11";"561";"-";"-";"-";"2927";"-";"-";"428";"X";"-";"-";"X";"1710";"-";"-";"67314";"72";"-";"-";"360";"3094";"-";"-";"X";"145";"-";"-";"2702";"X";"-";"-";"97";"290";"-";"-";"X";"5634";"-";"-";"15";"373";"-";"-";"35342";"X";"-";"-";"64";"474";"-";"-";"X";"6113";"-";"-";"622";"441";"-";"-";"X";"6365";"-";"-";"1440";"1233";"-";"-";"X";"6916";"-";"-";"662";"73";"-";"-";"X";"9298";"-";"-";"223";"X";"-";"-";"2579";"X";"-";"-";"553";"779";"-";"-";"4430";"6868";"-";"-";"565";"1393";"-";"-";"4221";"3950";"-"
"Rio Grande do Sul";"Serviço de armazenagem";"-";"338";"55";"-";"-";"4253";"3926";"-";"-";"437";"6239";"-";"-";"2734";"11227";"-";"-";"1639";"89";"X";"-";"5604";"3023";"-";"-";"690";"69";"-";"-";"8837";"1569";"-";"-";"1180";"325";"-";"-";"5190";"2001";"-";"-";"303";"102";"-";"-";"4297";"3172";"-";"-";"171";"830";"-";"-";"9906";"X";"-";"-";"880";"304";"-";"-";"7672";"12948";"-";"-";"333";"600";"-";"-";"8176";"8850";"-";"-";"X";"38";"-";"-";"5713";"6821";"-";"-";"1150";"2930";"-";"-";"6334";"6298";"-";"-";"1509";"1700";"-";"-";"11351";"7633";"-";"-";"793";"1479";"-";"-";"7551";"-";"-";"-";"291";"3709";"-";"-";"11092";"X";"-";"-";"3106";"1701";"-";"-";"3937";"X";"-"
"Rio Grande do Sul";"Produção agropecuária";"X";"919";"-";"-";"-";"17970";"X";"-";"-";"3478";"-";"-";"X";"18854";"-";"-";"-";"2350";"X";"-";"-";"21925";"-";"-";"X";"508";"-";"-";"-";"34999";"-";"-";"-";"2348";"-";"-";"-";"25214";"-";"-";"-";"1673";"X";"-";"-";"42051";"-";"-";"-";"4853";"-";"-";"X";"60484";"-";"-";"-";"6803";"-";"-";"-";"51528";"-";"-";"-";"6725";"-";"-";"-";"68027";"-";"-";"-";"19280";"-";"-";"-";"49272";"-";"-";"-";"12312";"-";"-";"-";"74795";"-";"-";"-";"21625";"-";"-";"-";"72985";"-";"-";"-";"5066";"-";"-";"-";"60525";"-";"-";"-";"9576";"-";"-";"-";"75561";"-";"-";"-";"14193";"-";"-";"-";"58700";"-";"-"
"Mato Grosso do Sul";"Comércio (exceto supermercado)";"-";"2655";"X";"-";"-";"5459";"-";"-";"-";"589";"X";"-";"-";"3377";"-";"-";"-";"416";"X";"-";"-";"5212";"X";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"X";"-";"-";"3290";"-";"-";"-";"X";"X";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"X";"-";"-";"-";"410";"X";"-";"-";"X";"-";"-";"-";"X";"X";"-";"-";"4872";"X";"-";"-";"711";"-";"-";"-";"2816";"X";"-";"-";"-";"X";"-";"-";"X";"-";"-";"-";"X";"164";"-";"-";"788";"24";"-";"-";"-";"X";"-";"-";"1245";"X";"-";"-";"X";"169";"-";"-";"4244";"X";"-";"-";"X";"110";"-";"-";"3936";"X";"-"
"Mato Grosso do Sul";"Supermercado";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"..."
